order_id,product,product_description,origin,destination,shipping_mode,order_date,delay_days,customer_review
ORDH0UYHNQ,Monitor,Monitor shipped via Sea from Ibadan to Abuja,Ibadan,Abuja,Sea,2024-01-26,3,poor handling caused delay
ORDDO8E7FL,Camera,Camera shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2024-12-22,1,poor handling caused delay
ORDDZQCBZA,Watch,Watch shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2025-06-12,3,package arrived damaged
ORDTLPQ2WG,Tablet,Tablet shipped via Road from Kano to Lagos,Kano,Lagos,Road,2025-04-05,3,delivery slower than expected
ORDPAHKZ2U,Keyboard,Keyboard shipped via Sea from Abuja to Port Harcourt,Abuja,Port Harcourt,Sea,2024-07-20,0,poor handling caused delay
ORDEYR8LNO,Laptop,Laptop shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2025-09-24,3,package arrived damaged
ORD3ZKWDEE,Backpack,Backpack shipped via Sea from Lagos to Abuja,Lagos,Abuja,Sea,2025-12-11,4,package arrived damaged
ORDSPENGWY,Headphones,Headphones shipped via Express from Ibadan to Abuja,Ibadan,Abuja,Express,2024-10-22,5,package arrived damaged
ORDG4W58RH,Tablet,Tablet shipped via Express from Ibadan to Ibadan,Ibadan,Ibadan,Express,2025-02-22,5,poor handling caused delay
ORDO4RCB1K,Backpack,Backpack shipped via Sea from Abuja to Ibadan,Abuja,Ibadan,Sea,2024-06-21,0,poor handling caused delay
ORDU1RSUJT,Watch,Watch shipped via Express from Ibadan to Lagos,Ibadan,Lagos,Express,2025-07-13,1,excellent logistics experience
ORD9D31K9Q,Watch,Watch shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-08-30,4,excellent logistics experience
ORD3VMZWFF,Shoes,Shoes shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2025-06-29,4,late delivery caused frustration
ORDVG9KU8S,Laptop,Laptop shipped via Air from Abuja to Kano,Abuja,Kano,Air,2024-10-10,4,package arrived damaged
ORDZEFLI4O,Headphones,Headphones shipped via Express from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Express,2025-01-19,10,poor handling caused delay
ORDC21O0Z5,Camera,Camera shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2024-04-05,4,poor handling caused delay
ORDWZ42O83,Camera,Camera shipped via Sea from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Sea,2024-12-11,5,smooth and fast shipping process
ORDUURMYBD,Camera,Camera shipped via Road from Lagos to Lagos,Lagos,Lagos,Road,2025-03-27,4,poor handling caused delay
ORDA8HYEXF,Backpack,Backpack shipped via Sea from Lagos to Port Harcourt,Lagos,Port Harcourt,Sea,2024-03-25,4,on time and well packaged
ORDXXBW01P,Laptop,Laptop shipped via Road from Lagos to Lagos,Lagos,Lagos,Road,2025-05-03,2,delayed shipment due to weather
ORDEIYAZ39,Tablet,Tablet shipped via Air from Abuja to Kano,Abuja,Kano,Air,2024-08-22,4,tracking updates were helpful
ORDD3DNKN3,Headphones,Headphones shipped via Air from Abuja to Lagos,Abuja,Lagos,Air,2025-09-16,1,package arrived damaged
ORDP0WFOY4,Laptop,Laptop shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2025-08-26,2,tracking updates were helpful
ORDMP2IXIV,Monitor,Monitor shipped via Sea from Port Harcourt to Lagos,Port Harcourt,Lagos,Sea,2024-07-29,2,smooth and fast shipping process
ORDVGOX22I,Tablet,Tablet shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-10-15,3,delivery slower than expected
ORDC5AMLN4,Tablet,Tablet shipped via Road from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Road,2025-04-27,7,delayed shipment due to weather
ORDACJBC2S,Keyboard,Keyboard shipped via Express from Kano to Kano,Kano,Kano,Express,2024-03-25,0,smooth and fast shipping process
ORDTFDC79F,Watch,Watch shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2024-11-13,4,tracking updates were helpful
ORD04CDPQV,Backpack,Backpack shipped via Air from Abuja to Lagos,Abuja,Lagos,Air,2025-12-25,0,package arrived damaged
ORDZF8S2ZG,Headphones,Headphones shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2024-12-09,2,tracking updates were helpful
ORDJCZUCQM,Camera,Camera shipped via Sea from Ibadan to Abuja,Ibadan,Abuja,Sea,2024-06-10,5,late delivery caused frustration
ORD16YE0A4,Smartphone,Smartphone shipped via Express from Abuja to Lagos,Abuja,Lagos,Express,2025-01-07,3,tracking updates were helpful
ORD7G8B2ZX,Shoes,Shoes shipped via Express from Port Harcourt to Abuja,Port Harcourt,Abuja,Express,2024-11-23,0,late delivery caused frustration
ORD3UEYBIS,Smartphone,Smartphone shipped via Express from Kano to Lagos,Kano,Lagos,Express,2024-10-16,1,late delivery caused frustration
ORDLTAHUKW,Camera,Camera shipped via Express from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Express,2024-07-19,4,smooth and fast shipping process
ORD1IAOIM4,Smartphone,Smartphone shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2024-11-10,1,delayed shipment due to weather
ORDH9P89FK,Smartphone,Smartphone shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2025-12-18,3,on time and well packaged
ORDQ0USWOV,Smartphone,Smartphone shipped via Road from Kano to Abuja,Kano,Abuja,Road,2024-10-25,3,late delivery caused frustration
ORD47O3LQI,Shoes,Shoes shipped via Air from Abuja to Ibadan,Abuja,Ibadan,Air,2024-06-08,1,delayed shipment due to weather
ORDFQOT8HL,Backpack,Backpack shipped via Road from Lagos to Lagos,Lagos,Lagos,Road,2025-12-03,7,late delivery caused frustration
ORD3ZB4LDI,Watch,Watch shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2025-11-24,4,late delivery caused frustration
ORDJ9BOQ0I,Camera,Camera shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2024-01-13,0,fast delivery and great service
ORD39E3NWX,Monitor,Monitor shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2024-01-23,3,delayed shipment due to weather
ORDHX3D43E,Camera,Camera shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-02-08,1,poor handling caused delay
ORDBYGHGK5,Smartphone,Smartphone shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2025-10-24,4,late delivery caused frustration
ORDR5RDNPX,Keyboard,Keyboard shipped via Air from Abuja to Ibadan,Abuja,Ibadan,Air,2025-01-26,1,on time and well packaged
ORDR2MULJA,Monitor,Monitor shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2024-02-29,2,poor handling caused delay
ORDT199DXJ,Smartphone,Smartphone shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2024-12-29,4,package arrived damaged
ORDGV3Z6BZ,Monitor,Monitor shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2025-05-19,4,smooth and fast shipping process
ORDLRDIHSA,Monitor,Monitor shipped via Sea from Abuja to Abuja,Abuja,Abuja,Sea,2024-06-30,0,on time and well packaged
ORDCFZFDSN,Laptop,Laptop shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2024-12-10,2,late delivery caused frustration
ORDL90PXRL,Keyboard,Keyboard shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2025-11-12,2,delivery slower than expected
ORD3N0KGAZ,Monitor,Monitor shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2024-07-05,1,delivery slower than expected
ORDL3WXDRL,Laptop,Laptop shipped via Sea from Abuja to Port Harcourt,Abuja,Port Harcourt,Sea,2024-06-20,6,delayed shipment due to weather
ORD3Y0MAHY,Watch,Watch shipped via Air from Port Harcourt to Lagos,Port Harcourt,Lagos,Air,2024-02-19,3,tracking updates were helpful
ORDPPFO5MN,Camera,Camera shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2025-04-07,0,delayed shipment due to weather
ORD2BAJDM5,Headphones,Headphones shipped via Air from Lagos to Ibadan,Lagos,Ibadan,Air,2024-12-12,4,delivery slower than expected
ORD96ZPXVP,Smartphone,Smartphone shipped via Road from Lagos to Port Harcourt,Lagos,Port Harcourt,Road,2024-07-13,7,tracking updates were helpful
ORDZZ0JKIB,Monitor,Monitor shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-02-25,5,on time and well packaged
ORDAD3WRDH,Backpack,Backpack shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-11-11,0,tracking updates were helpful
ORDQ6JXNNN,Headphones,Headphones shipped via Sea from Kano to Lagos,Kano,Lagos,Sea,2025-03-26,2,poor handling caused delay
ORDJ4UFZDY,Keyboard,Keyboard shipped via Road from Kano to Ibadan,Kano,Ibadan,Road,2025-07-20,5,fast delivery and great service
ORD43PT5R5,Camera,Camera shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2024-02-05,1,smooth and fast shipping process
ORDUSU9F8Q,Headphones,Headphones shipped via Road from Abuja to Abuja,Abuja,Abuja,Road,2024-02-13,3,tracking updates were helpful
ORDCYH3FVL,Laptop,Laptop shipped via Express from Lagos to Kano,Lagos,Kano,Express,2025-07-19,4,on time and well packaged
ORD4S7AZV2,Laptop,Laptop shipped via Road from Kano to Abuja,Kano,Abuja,Road,2025-08-03,1,delivery slower than expected
ORDU8DD225,Watch,Watch shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2025-11-01,2,poor handling caused delay
ORDURGOWYO,Tablet,Tablet shipped via Air from Port Harcourt to Abuja,Port Harcourt,Abuja,Air,2025-05-01,0,late delivery caused frustration
ORD6A3KKRZ,Laptop,Laptop shipped via Sea from Abuja to Abuja,Abuja,Abuja,Sea,2025-03-29,0,on time and well packaged
ORDJPXGH30,Keyboard,Keyboard shipped via Road from Port Harcourt to Lagos,Port Harcourt,Lagos,Road,2024-03-08,2,late delivery caused frustration
ORDZO2SUG5,Shoes,Shoes shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2025-04-12,0,fast delivery and great service
ORD7ZJ3SWE,Smartphone,Smartphone shipped via Express from Abuja to Port Harcourt,Abuja,Port Harcourt,Express,2025-08-31,6,poor handling caused delay
ORDG5VMF60,Laptop,Laptop shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2024-02-20,0,package arrived damaged
ORD42HHIHX,Keyboard,Keyboard shipped via Express from Lagos to Lagos,Lagos,Lagos,Express,2024-05-15,2,package arrived damaged
ORDVAJ2K8X,Tablet,Tablet shipped via Express from Kano to Port Harcourt,Kano,Port Harcourt,Express,2024-09-15,3,excellent logistics experience
ORDQY3ODSX,Watch,Watch shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2024-11-01,5,delayed shipment due to weather
ORDRMJLJX8,Backpack,Backpack shipped via Road from Abuja to Abuja,Abuja,Abuja,Road,2024-02-28,0,delivery slower than expected
ORDOLFARK6,Tablet,Tablet shipped via Road from Kano to Lagos,Kano,Lagos,Road,2024-12-17,5,excellent logistics experience
ORDYWR7MKG,Keyboard,Keyboard shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2025-04-27,3,package arrived damaged
ORD00U686X,Shoes,Shoes shipped via Sea from Port Harcourt to Abuja,Port Harcourt,Abuja,Sea,2025-03-06,1,on time and well packaged
ORDNVQEBWU,Monitor,Monitor shipped via Road from Lagos to Kano,Lagos,Kano,Road,2025-05-27,3,delayed shipment due to weather
ORD5NKB4EH,Tablet,Tablet shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-11-19,3,package arrived damaged
ORD2RWGWAJ,Headphones,Headphones shipped via Express from Ibadan to Abuja,Ibadan,Abuja,Express,2024-03-31,1,package arrived damaged
ORDWWO8NBH,Watch,Watch shipped via Road from Lagos to Port Harcourt,Lagos,Port Harcourt,Road,2024-01-19,3,fast delivery and great service
ORDWIYMENV,Headphones,Headphones shipped via Sea from Lagos to Lagos,Lagos,Lagos,Sea,2024-10-24,2,poor handling caused delay
ORD0VM59M6,Watch,Watch shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2024-01-20,3,excellent logistics experience
ORDI9HASEZ,Smartphone,Smartphone shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2025-08-31,4,fast delivery and great service
ORDXXAYPNT,Camera,Camera shipped via Air from Abuja to Abuja,Abuja,Abuja,Air,2024-11-04,6,tracking updates were helpful
ORDXXJVE3D,Monitor,Monitor shipped via Air from Lagos to Port Harcourt,Lagos,Port Harcourt,Air,2024-04-18,0,poor handling caused delay
ORDHHJSHZK,Smartphone,Smartphone shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2025-12-05,7,poor handling caused delay
ORDLAY64YF,Laptop,Laptop shipped via Air from Ibadan to Lagos,Ibadan,Lagos,Air,2024-09-19,0,excellent logistics experience
ORDQ9JB354,Watch,Watch shipped via Air from Port Harcourt to Kano,Port Harcourt,Kano,Air,2024-04-07,2,fast delivery and great service
ORDAEXL68J,Laptop,Laptop shipped via Road from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Road,2024-04-26,4,tracking updates were helpful
ORDOQ4YRP5,Headphones,Headphones shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2024-06-12,3,delayed shipment due to weather
ORDOV2YGNM,Smartphone,Smartphone shipped via Express from Abuja to Kano,Abuja,Kano,Express,2024-04-25,1,tracking updates were helpful
ORDPCXA5S0,Monitor,Monitor shipped via Air from Abuja to Port Harcourt,Abuja,Port Harcourt,Air,2025-03-19,2,excellent logistics experience
ORDRXXF36W,Smartphone,Smartphone shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2025-05-22,2,package arrived damaged
ORDCRI8BIX,Tablet,Tablet shipped via Express from Abuja to Lagos,Abuja,Lagos,Express,2025-03-30,1,delivery slower than expected
ORDQ4QERXD,Tablet,Tablet shipped via Air from Lagos to Ibadan,Lagos,Ibadan,Air,2024-04-03,4,delivery slower than expected
ORD8W6UXQM,Smartphone,Smartphone shipped via Sea from Abuja to Kano,Abuja,Kano,Sea,2025-07-27,3,delivery slower than expected
ORDVZNQDXA,Watch,Watch shipped via Sea from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Sea,2025-12-19,1,delayed shipment due to weather
ORDBFFZZDV,Shoes,Shoes shipped via Road from Lagos to Kano,Lagos,Kano,Road,2025-04-13,4,excellent logistics experience
ORDZDO74V1,Camera,Camera shipped via Road from Kano to Ibadan,Kano,Ibadan,Road,2025-05-25,3,fast delivery and great service
ORDTB74RS7,Headphones,Headphones shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2024-04-16,4,tracking updates were helpful
ORDXVL5PVY,Shoes,Shoes shipped via Sea from Port Harcourt to Kano,Port Harcourt,Kano,Sea,2024-10-28,4,poor handling caused delay
ORD2EV5S4T,Watch,Watch shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2024-08-02,1,delivery slower than expected
ORDZY7EZ9G,Keyboard,Keyboard shipped via Sea from Port Harcourt to Lagos,Port Harcourt,Lagos,Sea,2025-07-29,1,poor handling caused delay
ORDU7ZY6T5,Tablet,Tablet shipped via Air from Lagos to Ibadan,Lagos,Ibadan,Air,2024-01-26,4,tracking updates were helpful
ORDFYH1FKJ,Smartphone,Smartphone shipped via Air from Port Harcourt to Abuja,Port Harcourt,Abuja,Air,2025-01-02,4,poor handling caused delay
ORDD5050UI,Backpack,Backpack shipped via Express from Lagos to Kano,Lagos,Kano,Express,2025-03-02,2,on time and well packaged
ORD8B0H54P,Shoes,Shoes shipped via Road from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Road,2024-07-17,3,late delivery caused frustration
ORDQ9C80EB,Backpack,Backpack shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2024-06-13,5,delivery slower than expected
ORD4AQ7B7V,Monitor,Monitor shipped via Sea from Port Harcourt to Kano,Port Harcourt,Kano,Sea,2024-03-15,1,on time and well packaged
ORDS8S2FTO,Watch,Watch shipped via Sea from Abuja to Abuja,Abuja,Abuja,Sea,2024-12-05,4,on time and well packaged
ORDK8WRU1X,Laptop,Laptop shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2025-10-19,2,delivery slower than expected
ORD7IB5N2E,Backpack,Backpack shipped via Air from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Air,2025-06-13,2,on time and well packaged
ORDSSRKXLC,Laptop,Laptop shipped via Air from Abuja to Ibadan,Abuja,Ibadan,Air,2025-10-03,5,delayed shipment due to weather
ORDHWHY4H3,Tablet,Tablet shipped via Air from Lagos to Abuja,Lagos,Abuja,Air,2025-04-15,4,on time and well packaged
ORDBCGJC36,Tablet,Tablet shipped via Express from Kano to Kano,Kano,Kano,Express,2025-03-19,4,on time and well packaged
ORDAYTXW1V,Laptop,Laptop shipped via Air from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Air,2024-10-23,5,late delivery caused frustration
ORDVK7N3BF,Shoes,Shoes shipped via Sea from Abuja to Kano,Abuja,Kano,Sea,2025-10-11,3,package arrived damaged
ORDK585X8A,Keyboard,Keyboard shipped via Air from Abuja to Lagos,Abuja,Lagos,Air,2024-01-06,4,delivery slower than expected
ORDVT8K06M,Tablet,Tablet shipped via Road from Ibadan to Abuja,Ibadan,Abuja,Road,2024-07-07,2,excellent logistics experience
ORDWJEYUB1,Keyboard,Keyboard shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2024-10-24,3,delayed shipment due to weather
ORDJHU8MYI,Backpack,Backpack shipped via Road from Ibadan to Lagos,Ibadan,Lagos,Road,2024-11-21,2,poor handling caused delay
ORDQWLVUNL,Tablet,Tablet shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2024-09-09,3,excellent logistics experience
ORDZXJMYLR,Camera,Camera shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2025-07-18,4,delayed shipment due to weather
ORDGV44FTJ,Laptop,Laptop shipped via Air from Lagos to Lagos,Lagos,Lagos,Air,2025-08-18,1,delivery slower than expected
ORDOV6TT9Q,Headphones,Headphones shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2025-08-26,7,late delivery caused frustration
ORDESDNAI8,Monitor,Monitor shipped via Road from Abuja to Ibadan,Abuja,Ibadan,Road,2025-04-01,0,package arrived damaged
ORDG8X80RM,Shoes,Shoes shipped via Air from Kano to Abuja,Kano,Abuja,Air,2024-09-27,0,on time and well packaged
ORDIYS2N75,Smartphone,Smartphone shipped via Sea from Port Harcourt to Lagos,Port Harcourt,Lagos,Sea,2024-09-26,5,delivery slower than expected
ORDTGXNX4S,Tablet,Tablet shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2024-12-27,4,on time and well packaged
ORDRRVSFFC,Backpack,Backpack shipped via Road from Abuja to Abuja,Abuja,Abuja,Road,2024-06-10,4,on time and well packaged
ORDV3XOLEY,Camera,Camera shipped via Road from Abuja to Ibadan,Abuja,Ibadan,Road,2025-10-24,4,tracking updates were helpful
ORDABUFWBU,Smartphone,Smartphone shipped via Road from Abuja to Port Harcourt,Abuja,Port Harcourt,Road,2025-06-13,2,tracking updates were helpful
ORDVUAZXKD,Camera,Camera shipped via Express from Ibadan to Kano,Ibadan,Kano,Express,2024-06-23,1,excellent logistics experience
ORD3V23GXJ,Watch,Watch shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2024-08-23,3,tracking updates were helpful
ORDNDH4SPF,Laptop,Laptop shipped via Air from Abuja to Kano,Abuja,Kano,Air,2025-06-28,1,smooth and fast shipping process
ORD1DX6TA7,Tablet,Tablet shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2024-02-14,4,smooth and fast shipping process
ORDP7R1M26,Monitor,Monitor shipped via Road from Lagos to Kano,Lagos,Kano,Road,2024-09-17,2,poor handling caused delay
ORD16DVTJA,Smartphone,Smartphone shipped via Air from Ibadan to Ibadan,Ibadan,Ibadan,Air,2025-06-16,1,fast delivery and great service
ORDNH2ODPV,Backpack,Backpack shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2025-09-18,2,late delivery caused frustration
ORD9OHTUGU,Camera,Camera shipped via Sea from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Sea,2025-12-23,3,tracking updates were helpful
ORD04X0QZF,Shoes,Shoes shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2025-07-17,1,delivery slower than expected
ORDZZF8ADF,Monitor,Monitor shipped via Air from Kano to Lagos,Kano,Lagos,Air,2024-09-26,1,excellent logistics experience
ORDNV07OXK,Monitor,Monitor shipped via Express from Lagos to Abuja,Lagos,Abuja,Express,2025-03-25,3,fast delivery and great service
ORDHX2KBVS,Shoes,Shoes shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2025-01-03,3,excellent logistics experience
ORDX9DJOYO,Shoes,Shoes shipped via Air from Ibadan to Lagos,Ibadan,Lagos,Air,2024-04-02,1,smooth and fast shipping process
ORDK36M8JV,Shoes,Shoes shipped via Air from Kano to Kano,Kano,Kano,Air,2024-09-24,2,package arrived damaged
ORDODCK828,Keyboard,Keyboard shipped via Express from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Express,2025-01-21,3,delivery slower than expected
ORDRIM1Y65,Camera,Camera shipped via Air from Lagos to Port Harcourt,Lagos,Port Harcourt,Air,2025-01-26,0,excellent logistics experience
ORDYIL8SA3,Shoes,Shoes shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2025-11-20,0,on time and well packaged
ORDC7RM6J8,Shoes,Shoes shipped via Road from Kano to Abuja,Kano,Abuja,Road,2024-09-04,1,late delivery caused frustration
ORDHHIWFD7,Camera,Camera shipped via Air from Ibadan to Lagos,Ibadan,Lagos,Air,2025-05-08,2,on time and well packaged
ORDWR965R9,Keyboard,Keyboard shipped via Road from Port Harcourt to Kano,Port Harcourt,Kano,Road,2025-08-13,3,package arrived damaged
ORDB2RTSOY,Headphones,Headphones shipped via Express from Kano to Lagos,Kano,Lagos,Express,2024-11-19,5,fast delivery and great service
ORDAHULWJT,Shoes,Shoes shipped via Sea from Port Harcourt to Kano,Port Harcourt,Kano,Sea,2025-01-09,4,package arrived damaged
ORDRHZN4KG,Headphones,Headphones shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2024-10-03,2,excellent logistics experience
ORDT4H20RA,Tablet,Tablet shipped via Sea from Kano to Abuja,Kano,Abuja,Sea,2025-05-13,2,late delivery caused frustration
ORDJ4BDFHJ,Laptop,Laptop shipped via Sea from Kano to Port Harcourt,Kano,Port Harcourt,Sea,2025-01-04,0,on time and well packaged
ORDU7JAE58,Shoes,Shoes shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2024-10-18,2,on time and well packaged
ORDLS1QCWQ,Headphones,Headphones shipped via Express from Abuja to Port Harcourt,Abuja,Port Harcourt,Express,2025-10-08,2,delivery slower than expected
ORDU4CFILK,Backpack,Backpack shipped via Sea from Ibadan to Kano,Ibadan,Kano,Sea,2025-03-31,3,on time and well packaged
ORD0SQG4EI,Backpack,Backpack shipped via Road from Lagos to Abuja,Lagos,Abuja,Road,2025-02-10,1,delayed shipment due to weather
ORDD7RB1S9,Laptop,Laptop shipped via Road from Port Harcourt to Ibadan,Port Harcourt,Ibadan,Road,2024-03-27,4,tracking updates were helpful
ORDLIKWE4B,Watch,Watch shipped via Express from Port Harcourt to Kano,Port Harcourt,Kano,Express,2025-07-07,6,late delivery caused frustration
ORDTE8TVQ0,Monitor,Monitor shipped via Sea from Kano to Ibadan,Kano,Ibadan,Sea,2024-12-21,2,poor handling caused delay
ORDT2PNJKA,Headphones,Headphones shipped via Express from Port Harcourt to Port Harcourt,Port Harcourt,Port Harcourt,Express,2025-07-01,3,fast delivery and great service
ORDYR1K12V,Smartphone,Smartphone shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2025-02-25,4,smooth and fast shipping process
ORDPIZX3HC,Shoes,Shoes shipped via Sea from Ibadan to Ibadan,Ibadan,Ibadan,Sea,2024-10-18,2,smooth and fast shipping process
ORD3O4GKWW,Backpack,Backpack shipped via Road from Ibadan to Kano,Ibadan,Kano,Road,2024-11-24,3,fast delivery and great service
ORDF8A9KEP,Smartphone,Smartphone shipped via Road from Abuja to Lagos,Abuja,Lagos,Road,2024-01-16,3,poor handling caused delay
ORDHP2RNZB,Laptop,Laptop shipped via Sea from Abuja to Lagos,Abuja,Lagos,Sea,2025-02-05,3,delayed shipment due to weather
ORDTG6JNA9,Shoes,Shoes shipped via Road from Kano to Kano,Kano,Kano,Road,2024-02-04,1,excellent logistics experience
ORDQ1S9RYL,Watch,Watch shipped via Air from Abuja to Lagos,Abuja,Lagos,Air,2024-09-16,3,poor handling caused delay
ORDWH55HEW,Watch,Watch shipped via Sea from Lagos to Abuja,Lagos,Abuja,Sea,2025-08-21,3,delayed shipment due to weather
ORDOI8UYYF,Laptop,Laptop shipped via Express from Abuja to Abuja,Abuja,Abuja,Express,2024-04-03,5,delivery slower than expected
ORDM81CMFT,Laptop,Laptop shipped via Road from Abuja to Kano,Abuja,Kano,Road,2024-11-20,4,smooth and fast shipping process
ORD212PGYM,Headphones,Headphones shipped via Express from Port Harcourt to Lagos,Port Harcourt,Lagos,Express,2025-12-24,7,poor handling caused delay
ORDUTRUTLQ,Monitor,Monitor shipped via Air from Ibadan to Abuja,Ibadan,Abuja,Air,2025-06-27,1,package arrived damaged
ORDQ3TQ1S0,Smartphone,Smartphone shipped via Road from Ibadan to Port Harcourt,Ibadan,Port Harcourt,Road,2024-11-24,4,delayed shipment due to weather
ORDXTNSRTW,Watch,Watch shipped via Air from Kano to Port Harcourt,Kano,Port Harcourt,Air,2024-04-08,3,smooth and fast shipping process
ORDXB7GBDG,Smartphone,Smartphone shipped via Express from Ibadan to Kano,Ibadan,Kano,Express,2025-06-22,7,delivery slower than expected
ORDZJNVC7H,Camera,Camera shipped via Air from Lagos to Kano,Lagos,Kano,Air,2025-01-04,1,smooth and fast shipping process
ORD0632CWT,Laptop,Laptop shipped via Road from Port Harcourt to Lagos,Port Harcourt,Lagos,Road,2025-06-15,1,delayed shipment due to weather
ORDDINGXU8,Keyboard,Keyboard shipped via Air from Ibadan to Kano,Ibadan,Kano,Air,2025-10-15,1,delivery slower than expected
ORDMQX5GGO,Watch,Watch shipped via Express from Abuja to Ibadan,Abuja,Ibadan,Express,2024-12-26,0,on time and well packaged
ORDT94OW3L,Shoes,Shoes shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2025-01-19,1,smooth and fast shipping process
ORD7J8QO09,Monitor,Monitor shipped via Road from Lagos to Ibadan,Lagos,Ibadan,Road,2024-11-05,1,fast delivery and great service
ORDKH4A3YJ,Keyboard,Keyboard shipped via Road from Ibadan to Ibadan,Ibadan,Ibadan,Road,2024-04-06,3,fast delivery and great service
ORDQFJ6IJK,Monitor,Monitor shipped via Road from Kano to Ibadan,Kano,Ibadan,Road,2024-03-20,3,on time and well packaged
ORD2G3YU6V,Backpack,Backpack shipped via Express from Lagos to Ibadan,Lagos,Ibadan,Express,2024-03-21,6,fast delivery and great service
ORD7M5P7E1,Monitor,Monitor shipped via Air from Lagos to Kano,Lagos,Kano,Air,2024-11-08,4,smooth and fast shipping process
ORDBTFSHB0,Tablet,Tablet shipped via Air from Kano to Ibadan,Kano,Ibadan,Air,2024-08-15,1,tracking updates were helpful
ORDKOECUBO,Laptop,Laptop shipped via Express from Kano to Ibadan,Kano,Ibadan,Express,2025-12-15,1,package arrived damaged
ORD1RHOUU9,Keyboard,Keyboard shipped via Air from Abuja to Abuja,Abuja,Abuja,Air,2024-09-29,3,tracking updates were helpful
